value,date,filename,description,operating country,listing country,currency,sector,industry
292.6654800,11-30-2025,ESVIF,Ensign Energy Services Inc,Canada,United States,USD,Energy,Energy Equipment & Services
292.5288000,11-30-2025,WSBF,Waterstone Financial Inc,United States,United States,USD,Finance,Trusts & Thrifts
292.5252000,11-30-2025,REPX,Riley Exploration Permian Inc,United States,United States,USD,Energy,Oil & Gas Production
291.5530000,11-30-2025,ACRE,Ares Commercial Real Estate Corp,United States,United States,USD,Real Estate,Real Estate Management & Development
290.9196000,11-30-2025,GDYN,Grid Dynamics Hldgs Inc Cl A,United States,United States,USD,Finance,General Finance
290.9193000,11-30-2025,ZVRA,Zevra Therapeutics Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
290.4924000,11-30-2025,TTSH,TILE SHP HLD,United States,United States,USD,Consumer Discretionary,Retail - Specialty
289.8493000,11-30-2025,ASMB,Assembly Biosciences Inc,United States,United States,USD,Health Care,Pharmaceuticals
289.6978000,11-30-2025,QUAD,Quad Graphics Inc,United States,United States,USD,Industrials,Commercial Services & Supplies
288.0100000,11-30-2025,TBCH,Turtle Beach Corp,United States,United States,USD,Information Technology,Electronic Equipment
287.4464000,11-30-2025,XYF,X Financial,China,United States,USD,Finance,Consumer Finance
286.8639000,11-30-2025,FNLC,First Bancorp Inc (ME),United States,United States,USD,Finance,Banks
286.1256000,11-30-2025,SVC,Service Properties Trust (Hospitality Properties Trust),United States,United States,USD,Real Estate,Real Estate Investment Trusts
286.0810000,11-30-2025,AVBH,Avidbank Holdings Inc,United States,United States,USD,Finance,Banks
285.9880000,11-30-2025,FSTR,Foster (L.B.) Co.,United States,United States,USD,Industrials,Machinery
285.8184000,11-30-2025,WEYS,Weyco Group Inc. (Weyenberg Shoe Co.),United States,United States,USD,Industrials,Distributors
285.5250000,11-30-2025,QSI,Quantum-Si Inc,United States,United States,USD,Finance,Corporate Finance
285.3690000,11-30-2025,LNKB,LINKBANCORP Inc,United States,United States,USD,Finance,Banks
284.4000000,11-30-2025,JMSB,John Marshall Bancorp Inc,United States,United States,USD,Finance,Banks
284.2340000,11-30-2025,HRZN,Horizon Technology Finance Corp,United States,United States,USD,Finance,General Finance
284.2000000,11-30-2025,NN,Nextnav Acquisition Corp,United States,United States,USD,Finance,Corporate Finance
284.1975000,11-30-2025,NAUT,Nautilus Biotechnology Inc,United States,United States,USD,Finance,Corporate Finance
283.5639000,11-30-2025,OPRX,OptimizeRx Corp,United States,United States,USD,Communications,Internet
283.0080000,11-30-2025,AVNW,Aviat Networks Inc,United States,United States,USD,Information Technology,Communications Equipment
282.9118000,11-30-2025,MVIS,Microvision Inc.,United States,United States,USD,Industrials,Electrical Equipment
281.7906000,11-30-2025,CLLS,Cellectis S.A. ADR,France,United States,USD,Health Care,Health Care Supplies
281.1840000,11-30-2025,MBCN,Middlefield Banc Corp,United States,United States,USD,Finance,Banks
281.0976000,11-30-2025,NEWT,NewtekOne Inc,United States,United States,USD,Finance,Corporate Finance
280.8344000,11-30-2025,NODK,NI Holdings Inc,United States,United States,USD,Finance,Insurance
279.9854000,11-30-2025,EGAN,eGain Corp,United States,United States,USD,Information Technology,Software
279.9700914,11-30-2025,WGS,GeneDx Holdings Corp,United States,United States,USD,Finance,Corporate Finance
279.7395000,11-30-2025,CVEO,Civeo Corp,United States,United States,USD,Consumer Discretionary,Consumer Services
278.6672000,11-30-2025,FEIM,Frequency Electronics Inc.,United States,United States,USD,Information Technology,Electronic Equipment
277.1352000,11-30-2025,BRT,BRT Apartments,United States,United States,USD,Real Estate,Real Estate Investment Trusts
277.0768000,11-30-2025,CIX,"CompX International, Inc. Class A",United States,United States,USD,Industrials,Commercial Services & Supplies
276.0590000,11-30-2025,NL,NL Industries Inc. (National Lead),United States,United States,USD,Materials,Copper & Zinc
275.7230000,11-30-2025,PLG,Platinum Group Metals Ltd,United States,United States,USD,Materials,Gold & Silver
275.5200000,11-30-2025,AFRI,Forafric Glbl PLC,United States,United States,USD,Consumer Staples,Food Products
274.8516000,11-30-2025,CIO,City Office Reit Inc,United States,United States,USD,Real Estate,Real Estate Management & Development
274.7220000,11-30-2025,CHSTY,"China High Speed Transmission Equipment Group Co., Ltd., Unsponsored ADR",China,United States,USD,Industrials,Electrical Equipment
273.9166000,11-30-2025,PCYO,Pure Cycle Corp,United States,United States,USD,Utilities & Telecommunications,Utilities - Water
273.7408000,11-30-2025,KRMD,KORU Medical Systems Inc,United States,United States,USD,Health Care,Health Care Supplies
273.6751000,11-30-2025,FRST,Primis Financial Corp,United States,United States,USD,Finance,Banks
273.4390000,11-30-2025,OFLX,Omega Flex Inc,United States,United States,USD,Industrials,Machinery
273.4352000,11-30-2025,SPOK,Spok Holdings Inc,United States,United States,USD,Utilities & Telecommunications,Telephone
272.1420000,11-30-2025,TG,Tredegar Corp.,United States,United States,USD,Industrials,Conglomerates
271.2465000,11-30-2025,PKBK,Parke Bancorp Inc,United States,United States,USD,Finance,Banks
270.3824000,11-30-2025,NIU,Niu Technologies,China,United States,USD,Consumer Discretionary,Automobiles & Motorcycles
270.1800000,11-30-2025,TSBK,"Timberland Bancorp, Inc.",United States,United States,USD,Finance,Trusts & Thrifts
269.7874200,11-30-2025,AGL,Agilon Health Inc,United States,United States,USD,Health Care,Health Care Services
268.9808000,11-30-2025,REFI,Chicago Atlantic Real Estate Finance Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
268.8309000,11-30-2025,CZFS,"Citizens Financial Services, Inc.",United States,United States,USD,Finance,Banks
268.5175000,11-30-2025,FHTX,Foghorn Therapeutics Inc.,United States,United States,USD,Health Care,Pharmaceuticals
268.0389000,11-30-2025,VMD,Viemed Healthcare Inc,United States,United States,USD,Health Care,Health Care Services
268.0378000,11-30-2025,LION,Lionsgate Studios Holding Corp,United States,United States,USD,Finance,Corporate Finance
267.8373000,11-30-2025,JBI,Janus Intl Group Inc,United States,United States,USD,Finance,Corporate Finance
267.8100000,11-30-2025,BLZE,Backblaze Inc,United States,United States,USD,Information Technology,Software
267.7230000,11-30-2025,CWBC,Community West Bancshares,United States,United States,USD,Finance,Banks
267.4728000,11-30-2025,IOCJY,Iochpe-Maxion SA ADR,Brazil,United States,USD,Consumer Discretionary,Automobile Parts
266.8918000,11-30-2025,MEI,Methode Electronics Inc,United States,United States,USD,Information Technology,Electronic Equipment
266.7600000,11-30-2025,DDD,3D Systems Corp.,United States,United States,USD,Industrials,Machinery
266.2200000,11-30-2025,ALCO,Alico Inc,United States,United States,USD,Consumer Staples,Food Products
266.1762000,11-30-2025,MKTW,MarketWise Inc,United States,United States,USD,Information Technology,Software
265.4768000,11-30-2025,FOA,Finance of America Companies Inc,United States,United States,USD,Finance,General Finance
265.3916000,11-30-2025,NWFL,Norwood Financial Corp.,United States,United States,USD,Finance,Banks
265.1992000,11-30-2025,ASPN,Aspen Aerogels Inc,United States,United States,USD,Energy,Energy Equipment & Services
265.0000000,11-30-2025,GNFTY,Genfit SA,United States,United States,USD,Health Care,Biotechnology & Life Sciences
264.5578000,11-30-2025,EGHT,8x8 Inc,United States,United States,USD,Information Technology,Semiconductors
262.5618000,11-30-2025,WTI,W&T Offshore Inc,United States,United States,USD,Energy,Oil & Gas Production
262.4143000,11-30-2025,SJT,San Juan Basin Royalty Trust,United States,United States,USD,Energy,Oil & Gas Production
262.0800000,11-30-2025,TPVG,TriplePoint Venture Growth BDC Corp,United States,United States,USD,Finance,General Finance
261.8730000,11-30-2025,CADL,Candel Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
260.9168000,11-30-2025,SMC,Summit Midstream Partners LP,United States,United States,USD,Energy,Oil & Gas Production
260.8144000,11-30-2025,EVI,EVI Industries Inc,United States,United States,USD,Industrials,Machinery
259.9896000,11-30-2025,ABEO,Abeona Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
259.5600000,11-30-2025,NASB,"NASB Financial, Inc.",United States,United States,USD,Finance,Trusts & Thrifts
259.5514000,11-30-2025,MITT,AG Mortgage Investment Trust Inc,United States,United States,USD,Real Estate,Real Estate Investment Trusts
259.3160000,11-30-2025,III,Information Services Group Inc,United States,United States,USD,Consumer Discretionary,Consumer Services
258.0984000,11-30-2025,HERE,Here Group Ltd,United States,United States,USD,Consumer Discretionary,Consumer Services
257.9812000,11-30-2025,VERI,Veritone Inc,United States,United States,USD,Communications,Internet
257.8334000,11-30-2025,GPRO,GoPro Inc,United States,United States,USD,Information Technology,Electronic Equipment
257.6896000,11-30-2025,INVZ,Innoviz Technologies Ltd,United States,United States,USD,Finance,Corporate Finance
257.3521000,11-30-2025,CRML,CM Sub Corp,United States,United States,USD,Finance,Corporate Finance
256.5856000,11-30-2025,NREF,"NexPoint Real Estate Finance, Inc.",United States,United States,USD,Real Estate,Real Estate Management & Development
256.5445000,11-30-2025,SENEB,"Seneca Foods Corp., Class B",United States,United States,USD,Consumer Staples,Food Products
256.5315000,11-30-2025,CVRX,CVRx Inc,United States,United States,USD,Health Care,Health Care Services
256.2724000,11-30-2025,IBRX,ImmunityBio Inc,United States,United States,USD,Health Care,Pharmaceuticals
255.0405000,11-30-2025,SLQT,"SelectQuote, Inc.",United States,United States,USD,Finance,Insurance
255.0330000,11-30-2025,MPAA,Motorcar Parts of America Inc.,United States,United States,USD,Consumer Discretionary,Automobile Parts
254.3685000,11-30-2025,PBYI,Puma Biotechnology Inc,United States,United States,USD,Health Care,Pharmaceuticals
254.2010000,11-30-2025,ARL,"American Realty Investors, Inc",United States,United States,USD,Real Estate,Real Estate Investment Trusts
253.7216000,11-30-2025,RXT,"Rackspace Technology, Inc.",United States,United States,USD,Information Technology,IT Services
253.5000000,11-30-2025,TH,Target Hospitality Corp,United States,United States,USD,Finance,Corporate Finance
252.9244000,11-30-2025,EVC,Entravision Communications Corp. Class A,United States,United States,USD,Communications,Broadcasting
252.7492009,11-30-2025,LENZ,Lenz Therapeutics Inc,United States,United States,USD,Health Care,Pharmaceuticals
252.6106000,11-30-2025,FDBC,Fidelity D & D Bancorp Inc,United States,United States,USD,Finance,Banks
252.2893000,11-30-2025,CHMG,Chemung Financial Corp,United States,United States,USD,Finance,Banks
251.7046000,11-30-2025,LIEN,Chicago Atlantic BDC Inc,United States,United States,USD,Finance,Corporate Finance
250.9923000,11-30-2025,LMNR,Limoneira Co.,United States,United States,USD,Consumer Staples,Food Products
250.7976000,11-30-2025,WNEB,Western New England Bancorp,United States,United States,USD,Finance,Trusts & Thrifts
250.4736000,11-30-2025,TKNO,Alpha Teknova Inc,United States,United States,USD,Health Care,Biotechnology & Life Sciences
249.6768000,11-30-2025,ZURA,Zura Bio Ltd,United States,United States,USD,Health Care,Biotechnology & Life Sciences
249.1452000,11-30-2025,LUCK,Lucky Strike Entertainment Corp,United States,United States,USD,Finance,Corporate Finance
248.9057000,11-30-2025,ACHV,Achieve Life Sciences Inc,United States,United States,USD,Health Care,Pharmaceuticals
247.7882000,11-30-2025,FUNC,First United Corp.,United States,United States,USD,Finance,Banks
246.6046000,11-30-2025,VGZ,Vista Gold Corp,Canada,United States,USD,Materials,Gold & Silver
246.4144000,11-30-2025,TRAK,Repositrak Inc,United States,United States,USD,Information Technology,Software
246.2151000,11-30-2025,CRAWA,Crawford United Corporation,United States,United States,USD,Information Technology,Electronic Equipment
245.6941500,11-30-2025,GWOX,Goodheart-Wilcox Co Inc,United States,United States,USD,Communications,Publishing
245.5344000,11-30-2025,PINE,"Alpine Income Property Trust, Inc.",United States,United States,USD,Real Estate,Real Estate Investment Trusts
244.6020000,11-30-2025,CAPR,Capricor Therapeutics Inc,United States,United States,USD,Real Estate,Real Estate Management & Development
244.2400000,11-30-2025,BLFY,Blue Foundry Bancorp,United States,United States,USD,Finance,Banks
244.2168000,11-30-2025,TSSI,TSS Inc.,United States,United States,USD,Industrials,Commercial Services & Supplies
244.0557000,11-30-2025,EVO,Evotec SE,United States,United States,USD,Health Care,Pharmaceuticals
244.0360000,11-30-2025,FINW,Finwise Bancorp,United States,United States,USD,Finance,Banks
243.7840000,11-30-2025,ISTR,Investar Holding Corp,United States,United States,USD,Finance,Banks
243.7631000,11-30-2025,VOXR,Vox Royalty Corp,United States,United States,USD,Materials,Gold & Silver
243.4633000,11-30-2025,PAYS,Paysign Inc,United States,United States,USD,Information Technology,Software
242.1578000,11-30-2025,USAU,US Gold Corp,United States,United States,USD,Information Technology,Computers & Peripherals
241.9825000,11-30-2025,SKYX,SKYX Platforms Corp,United States,United States,USD,Industrials,Electrical Equipment
241.9560000,11-30-2025,COE,51Talk Online Education Group,United States,United States,USD,Consumer Discretionary,Consumer Services
241.1640000,11-30-2025,OPFI,Oppfi Inc,United States,United States,USD,Finance,Corporate Finance
241.1184000,11-30-2025,JILL,J. Jill Inc,United States,United States,USD,Consumer Discretionary,Apparel & Luxury Goods
240.2850000,11-30-2025,EB,Eventbrite Inc,United States,United States,USD,Communications,Internet
240.2774000,11-30-2025,ARMP,Armata Pharmaceuticals Inc,United States,United States,USD,Health Care,Pharmaceuticals
240.1036000,11-30-2025,TCX,Tucows Inc,United States,United States,USD,Communications,Internet
240.0300000,11-30-2025,PVBC1,Provident Bancorp Inc,United States,United States,USD,Finance,Trusts & Thrifts
239.7248000,11-30-2025,FRAF,Franklin Financial Services Corp,United States,United States,USD,Finance,Banks
239.4746000,11-30-2025,ONTF,ON24 Inc.,United States,United States,USD,Information Technology,Software
238.7010600,11-30-2025,EPSN,Epsilon Energy Ltd,United States,United States,USD,Energy,Oil & Gas Production
236.6820000,11-30-2025,MYFW,First Western Financial Inc,United States,United States,USD,Finance,Consumer Finance
236.1600000,11-30-2025,TRUX,Truxton Corp.,United States,United States,USD,Finance,Banks
235.4780000,11-30-2025,OVLY,Oak Valley Bancorp (CA),United States,United States,USD,Finance,Banks
